Date,Time,Away,Home,Venue,TZ,Description
2023-09-03,01:15 PM,Pittsburgh Pirates,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-09-03,12:35 PM,Minnesota Twins,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-03,01:10 PM,Toronto Blue Jays,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-03,01:07 PM,Los Angeles Angels,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-03,01:10 PM,San Francisco Giants,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-03,01:10 PM,Atlanta Braves,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-09-03,03:33 AM,Chicago Cubs,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-03,12:10 PM,New York Yankees,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-09-03,01:10 PM,Baltimore Orioles,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-03,04:10 PM,Tampa Bay Rays,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-04,01:20 PM,San Francisco Giants,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-04,02:05 PM,Houston Astros,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-04,01:07 PM,Toronto Blue Jays,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-04,04:10 PM,Seattle Mariners,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-04,04:10 PM,Boston Red Sox,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-04,06:35 PM,Milwaukee Brewers,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-04,03:40 PM,Philadelphia Phillies,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-04,06:38 PM,Baltimore Orioles,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-04,01:10 PM,Colorado Rockies,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-04,06:10 PM,Minnesota Twins,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-05,06:35 PM,Milwaukee Brewers,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-05,06:40 PM,Seattle Mariners,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-05,06:40 PM,Boston Red Sox,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-05,06:40 PM,Los Angeles Dodgers,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-09-05,07:05 PM,New York Mets,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-05,07:05 PM,Detroit Tigers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-09-05,07:20 PM,St. Louis Cardinals,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-09-05,06:40 PM,San Francisco Giants,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-05,06:40 PM,Chicago White Sox,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-05,06:05 PM,Houston Astros,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-05,06:38 PM,Baltimore Orioles,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-05,06:40 PM,Toronto Blue Jays,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-05,06:40 PM,Philadelphia Phillies,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-05,06:10 PM,Minnesota Twins,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-05,06:40 PM,Colorado Rockies,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-06,12:35 PM,Milwaukee Brewers,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-06,01:20 PM,San Francisco Giants,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-06,12:37 PM,Toronto Blue Jays,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-06,01:10 PM,Philadelphia Phillies,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-06,06:40 PM,Seattle Mariners,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-06,06:40 PM,Boston Red Sox,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-06,06:40 PM,Los Angeles Dodgers,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-09-06,07:05 PM,New York Mets,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-06,07:05 PM,Detroit Tigers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-09-06,07:20 PM,St. Louis Cardinals,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-09-06,06:40 PM,Chicago White Sox,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-06,06:05 PM,Houston Astros,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-06,06:38 PM,Baltimore Orioles,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-06,01:10 PM,Minnesota Twins,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-06,12:40 PM,Colorado Rockies,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-07,01:10 PM,Chicago White Sox,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-07,06:40 PM,Seattle Mariners,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-07,06:40 PM,Los Angeles Dodgers,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-09-07,07:05 PM,Detroit Tigers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-09-07,07:20 PM,St. Louis Cardinals,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-09-07,06:40 PM,Arizona Diamondbacks,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-07,06:38 PM,Cleveland Guardians,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-08,01:20 PM,Arizona Diamondbacks,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-08,06:40 PM,St. Louis Cardinals,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-08,06:40 PM,Seattle Mariners,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-08,06:40 PM,Chicago White Sox,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-09-08,07:05 PM,Los Angeles Dodgers,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-08,07:05 PM,Miami Marlins,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-09-08,07:05 PM,Milwaukee Brewers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-09-08,07:07 PM,Kansas City Royals,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-08,07:10 PM,Baltimore Orioles,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-09-08,07:20 PM,Pittsburgh Pirates,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-09-08,06:05 PM,Oakland Athletics,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-08,07:10 PM,New York Mets,Minnesota Twins,Target Field,US/Central,Regular Season
2023-09-08,06:38 PM,Cleveland Guardians,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-08,07:15 PM,Colorado Rockies,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-09-08,06:10 PM,San Diego Padres,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-09-09,02:05 PM,Milwaukee Brewers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-09-09,01:10 PM,New York Mets,Minnesota Twins,Target Field,US/Central,Regular Season
2023-09-09,01:20 PM,Arizona Diamondbacks,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-09,03:07 PM,Kansas City Royals,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-09,04:05 PM,Los Angeles Dodgers,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-09,04:05 PM,Seattle Mariners,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-09,04:10 PM,Baltimore Orioles,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-09-09,06:05 PM,Miami Marlins,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-09-09,06:10 PM,Chicago White Sox,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-09-09,06:40 PM,St. Louis Cardinals,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-09,05:05 PM,Oakland Athletics,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-09,07:20 PM,Pittsburgh Pirates,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-09-09,06:05 PM,Colorado Rockies,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-09-09,06:07 PM,Cleveland Guardians,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-09,05:10 PM,San Diego Padres,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-09-10,01:05 PM,Miami Marlins,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-09-10,01:10 PM,Seattle Mariners,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-10,01:10 PM,Chicago White Sox,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-09-10,01:30 PM,Pittsburgh Pirates,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-09-10,01:35 PM,Baltimore Orioles,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-09-10,01:35 PM,Los Angeles Dodgers,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-10,01:37 PM,Kansas City Royals,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-10,01:40 PM,St. Louis Cardinals,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-10,01:10 PM,New York Mets,Minnesota Twins,Target Field,US/Central,Regular Season
2023-09-10,01:20 PM,Arizona Diamondbacks,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-10,12:35 PM,Oakland Athletics,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-10,01:05 PM,Colorado Rockies,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-09-10,01:07 PM,Cleveland Guardians,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-10,03:33 AM,Milwaukee Brewers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-09-10,12:10 PM,San Diego Padres,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-09-11,06:35 PM,Washington Nationals,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-11,06:35 PM,St. Louis Cardinals,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-09-11,07:07 PM,Texas Rangers,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-11,07:10 PM,Arizona Diamondbacks,New York Mets,Citi Field,US/Eastern,Regular Season
2023-09-11,07:10 PM,New York Yankees,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-09-11,06:40 PM,Tampa Bay Rays,Minnesota Twins,Target Field,US/Central,Regular Season
2023-09-11,06:40 PM,Kansas City Royals,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-09-11,06:40 PM,Miami Marlins,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-09-11,06:40 PM,Chicago Cubs,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-11,06:40 PM,Los Angeles Angels,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-09-11,06:45 PM,Cleveland Guardians,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-09-11,07:10 PM,San Diego Padres,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-09-11,06:10 PM,Oakland Athletics,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-09-12,06:35 PM,Washington Nationals,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-12,06:35 PM,St. Louis Cardinals,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-09-12,06:40 PM,Cincinnati Reds,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-09-12,06:40 PM,Atlanta Braves,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-09-12,07:07 PM,Texas Rangers,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-12,07:10 PM,Arizona Diamondbacks,New York Mets,Citi Field,US/Eastern,Regular Season
2023-09-12,07:10 PM,New York Yankees,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-09-12,06:40 PM,Tampa Bay Rays,Minnesota Twins,Target Field,US/Central,Regular Season
2023-09-12,06:40 PM,Kansas City Royals,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-09-12,06:40 PM,Miami Marlins,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-09-12,06:40 PM,Chicago Cubs,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-12,06:40 PM,Los Angeles Angels,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-09-12,06:45 PM,Cleveland Guardians,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-09-12,07:10 PM,San Diego Padres,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-09-12,06:10 PM,Oakland Athletics,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-09-13,12:10 PM,Tampa Bay Rays,Minnesota Twins,Target Field,US/Central,Regular Season
2023-09-13,01:10 PM,Chicago Cubs,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-13,12:45 PM,Cleveland Guardians,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-09-13,06:35 PM,Washington Nationals,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-13,06:35 PM,St. Louis Cardinals,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-09-13,06:40 PM,Cincinnati Reds,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-09-13,06:40 PM,Atlanta Braves,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-09-13,07:07 PM,Texas Rangers,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-13,07:10 PM,Arizona Diamondbacks,New York Mets,Citi Field,US/Eastern,Regular Season
2023-09-13,07:10 PM,New York Yankees,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-09-13,06:40 PM,Kansas City Royals,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-09-13,06:40 PM,Miami Marlins,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-09-13,07:10 PM,San Diego Padres,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-09-13,12:33 AM,Los Angeles Angels,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-09-13,05:10 PM,Oakland Athletics,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-09-14,12:35 PM,Washington Nationals,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-14,01:10 PM,Cincinnati Reds,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-09-14,01:10 PM,Miami Marlins,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-09-14,04:05 PM,Atlanta Braves,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-09-14,04:10 PM,Arizona Diamondbacks,New York Mets,Citi Field,US/Eastern,Regular Season
2023-09-14,06:35 PM,Tampa Bay Rays,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-09-14,07:07 PM,Texas Rangers,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-14,06:10 PM,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-09-14,07:15 PM,New York Yankees,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-09-14,06:40 PM,San Francisco Giants,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-15,06:35 PM,New York Yankees,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-15,06:40 PM,Atlanta Braves,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-09-15,07:05 PM,Tampa Bay Rays,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-09-15,07:07 PM,Boston Red Sox,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-15,07:10 PM,Cincinnati Reds,New York Mets,Citi Field,US/Eastern,Regular Season
2023-09-15,06:40 PM,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-09-15,07:10 PM,Houston Astros,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-15,07:10 PM,Washington Nationals,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-09-15,07:15 PM,Philadelphia Phillies,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-09-15,06:40 PM,San Francisco Giants,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-15,06:38 PM,Detroit Tigers,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-15,06:40 PM,San Diego Padres,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-15,07:10 PM,Los Angeles Dodgers,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-09-15,07:10 PM,Texas Rangers,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-15,06:40 PM,Chicago Cubs,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-16,03:07 PM,Boston Red Sox,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-16,01:07 PM,San Diego Padres,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-16,04:10 PM,Atlanta Braves,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-09-16,06:35 PM,New York Yankees,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-16,07:05 PM,Tampa Bay Rays,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-09-16,06:10 PM,Houston Astros,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-16,07:10 PM,Cincinnati Reds,New York Mets,Citi Field,US/Eastern,Regular Season
2023-09-16,06:10 PM,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-09-16,06:10 PM,Washington Nationals,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-09-16,06:15 PM,Philadelphia Phillies,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-09-16,06:10 PM,San Francisco Giants,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-16,06:07 PM,Detroit Tigers,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-16,06:40 PM,Los Angeles Dodgers,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-09-16,06:10 PM,Texas Rangers,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-16,05:10 PM,Chicago Cubs,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-17,01:35 PM,Tampa Bay Rays,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-09-17,01:35 PM,New York Yankees,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-17,01:37 PM,Boston Red Sox,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-17,01:40 PM,Cincinnati Reds,New York Mets,Citi Field,US/Eastern,Regular Season
2023-09-17,01:40 PM,Atlanta Braves,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-09-17,01:10 PM,Houston Astros,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-17,01:10 PM,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-09-17,01:10 PM,Washington Nationals,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-09-17,01:15 PM,Philadelphia Phillies,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-09-17,01:10 PM,San Francisco Giants,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-17,01:07 PM,Detroit Tigers,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-17,01:07 PM,San Diego Padres,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-17,01:10 PM,Los Angeles Dodgers,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-09-17,01:40 PM,Texas Rangers,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-17,01:10 PM,Chicago Cubs,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-18,01:10 PM,Cleveland Guardians,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-18,06:40 PM,Minnesota Twins,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-18,06:40 PM,New York Mets,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-09-18,07:05 PM,Chicago White Sox,Washington Nationals,Nationals Park,US/Eastern,Regular Season
